Nome,CEP,Endereço,Cidade,Estado,Status
"TECNOAR TECNICA E COMERCIO DE COMPRESSORES LTDA","02125-001","Sem endereço","SÃO PAULO","","Pendente"
"TECNOGRAF","60862-730","Sem endereço","FORTALEZA","","Pendente"
"TECNOLITY DO NORDESTE LTDA","63041-120","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"TECNOMECANICA ESMALTEC LTDA","60310-003","Sem endereço","FORTALEZA","","Pendente"
"TECNOQUIMICA INDUSTRIA E COMERCIO LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"TECPLAST","61939-115","Sem endereço","MARACANAÚ","","Pendente"
"TEGRAM","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"TEIXEIRA CONSTRUCOES","63500-005","Sem endereço","IGUATU","","Pendente"
"TELANORTE INDUSTRIAL","64038-100","Sem endereço","TERESINA","","Pendente"
"TELHALUZ","61915-060","Sem endereço","MARACANAÚ","","Pendente"
"TEMPERO DA CASA","61650-370","Sem endereço","CAUCAIA","","Pendente"
"TEMPEROS PILAO","59900-000","Sem endereço","PAU DOS FERROS","","Pendente"
"TEQUIMAR","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"TERGRAN TERMINAIS DE GRAOS DE FORTALEZA LTDA","60180-410","Sem endereço","FORTALEZA","","Pendente"
"TERMISA","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"TERMISA INDUSTRIAL S A","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"TERPLAS","60720-500","Sem endereço","FORTALEZA","","Pendente"
"TERRA DO SOL CADERNOS","63502-275","Sem endereço","IGUATU","","Pendente"
"TERRA PERFURACOES","60842-395","Sem endereço","FORTALEZA","","Pendente"
"TERRALUZ VEICULOS E PECAS LTDA.","60192-022","Sem endereço","FORTALEZA","","Pendente"
"TERRAQUA","61932-005","Sem endereço","MARACANAÚ","","Pendente"
"TESS INDUSTRIA E COMERCIO LTDA","58411-170","Sem endereço","CAMPINA GRANDE","","Pendente"
"TESSA PERFILADOS ESPECIAIS PERNAMBUCO LTDA","54590-000","Sem endereço","CABO DE SANTO AGOSTINHO","","Pendente"
"TEVX HIGER","04548-005","Sem endereço","SÃO PAULO","","Pendente"
"TEXTIL HORIZONTE ETIQUETAS LTDA","62880-001","Sem endereço","HORIZONTE","","Pendente"
"TEXTIL SANTA INES","60410-672","Sem endereço","FORTALEZA","","Pendente"
"TEXTIL SOLUTIONS MAQUINAS E SUPRIMENTOS LTDA","13280-001","Sem endereço","VINHEDO","","Pendente"
"TEXTIL UNIAO S A","61939-906","Sem endereço","MARACANAÚ","","Pendente"
"TF TOP FUSION IND. DE TUBOS E CONEX. LTDA","89245-000","Sem endereço","ARAQUARI","","Pendente"
"TH COMERCIO","65130-000","Sem endereço","PAÇO DO LUMIAR","","Pendente"
"THE PRODUTOS DE LIMPEZA LTDA","64027-470","Sem endereço","TERESINA","","Pendente"
"THIAGO DANTAS","59300-000","Sem endereço","CAICÓ","","Pendente"
"THIAGO PARABRISAS","60714-502","Sem endereço","FORTALEZA","","Pendente"
"THOR GRANITOS E MARMORES LTDA","62280-000","Sem endereço","SANTA QUITÉRIA","","Pendente"
"THOR GRANITOS SANTA QUITERIA","62280-000","Sem endereço","SANTA QUITÉRIA","","Pendente"
"THOR NORTE URUOCA LTDA","62465-000","Sem endereço","URUOCA","","Pendente"
"TIAGO","61948-260","Sem endereço","MARANGUAPE","","Pendente"
"TIJUCA","60870-576","Sem endereço","FORTALEZA","","Pendente"
"TIJUCA ALIMENTOS LTDA","62840-000","Sem endereço","BEBERIBE","","Pendente"
"TIJUCA ALIMENTOS LTDA","62850-000","Sem endereço","CASCAVEL","","Pendente"
"TINTAS HIDRACOR S/A","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"TINTAS IQUINE LTDA.","54335-045","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"TINTAS MIL","58411-266","Sem endereço","CAMPINA GRANDE","","Pendente"
"TINTAS NORLUX","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"TINTEPOXI DISTRIBUIDORA NORDESTE","50865-110","Sem endereço","RECIFE","","Pendente"
"TIPOGRAFIA IRIS","60025-000","Sem endereço","FORTALEZA","","Pendente"
"TOP COUROS","60410-355","Sem endereço","FORTALEZA","","Pendente"
"TOPAZIO COLCHOES LTDA","61650-000","Sem endereço","CAUCAIA","","Pendente"
"TOPPLANT","62810-000","Sem endereço","ICAPUÍ","","Pendente"
"TOPPLAST INDUSTRIA E COMERCIO EIRELI","61766-800","Sem endereço","EUSÉBIO","","Pendente"
"TOPSHOES INDUSTRIA DE CALCADOS SA","62920-000","Sem endereço","QUIXERÉ","","Pendente"
"TORNEARIA BRASIL - TB INOX","60055-170","Sem endereço","FORTALEZA","","Pendente"
"TOTAL AR LTDA","29161-019","Sem endereço","SERRA","","Pendente"
"TOTAL QUIMICA","42703-510","Sem endereço","LAURO DE FREITAS","","Pendente"
"TOTONHO","","Sem endereço","FORTALEZA","","Pendente"
"TOYOTA DO BRASIL LTDA","09895-510","Sem endereço","SÃO BERNARDO DO CAMPO","","Pendente"
"TRACBEL NORDESTE","61880-000","Sem endereço","ITAITINGA","","Pendente"
"TRANSAGUA SERVICOS","60851-190","Sem endereço","FORTALEZA","","Pendente"
"TRANSAGUA TRANSPORTES DE AGUA LTDA","60851-190","Sem endereço","FORTALEZA","","Pendente"
"TRANSFAX TRANSPORTES LTDA EPP","60873-065","Sem endereço","FORTALEZA","","Pendente"
"TRANSFORMADORES DO NORDESTE LTDA","54325-550","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"TRANSFORTECH ENGENHARIA LTDA","61939-130","Sem endereço","MARACANAÚ","","Pendente"
"TRANSLATINO TRANSPORTES ESP LTDA","60850-490","Sem endereço","FORTALEZA","","Pendente"
"TRANSPETRO","60180-420","Sem endereço","FORTALEZA","","Pendente"
"TRANSPORTADORA E LOGISTICA MIRANDA","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"TRANSREMOCAO","02712-140","Sem endereço","SÃO PAULO","","Pendente"
"TRE-CE","60813-600","Sem endereço","FORTALEZA","","Pendente"
"TRES CORACOES - EUSEBIO","61768-300","Sem endereço","EUSÉBIO","","Pendente"
"TRES CORACOES - NATAL","59115-001","Sem endereço","NATAL","","Pendente"
"TRES CORACOES ALIMENTOS S.A.","59623-310","Sem endereço","MOSSORÓ","","Pendente"
"TREVO DRYWALL","63045-010","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"TREVO EMBALAGENS","59619-218","Sem endereço","MOSSORÓ","","Pendente"
"TRIADE ENGENHARIA","60140-140","Sem endereço","FORTALEZA","","Pendente"
"TRISOFT MANTAS","62884-000","Sem endereço","HORIZONTE","","Pendente"
"TRISOFT TEXTIL LTDA","62884-000","Sem endereço","HORIZONTE","","Pendente"
"TROPICAL REFRIGERANTES LTDA","62020-470","Sem endereço","SOBRAL","","Pendente"
"TROUW NUTRITION BRASIL","61931-030","Sem endereço","MARACANAÚ","","Pendente"
"TROUW NUTRITION BRASIL NUTRICAO ANIMAL LTDA","13080-650","Sem endereço","CAMPINAS","","Pendente"
"TRUCK CENTER PECEM","62674-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"TRUST EXPRESS","60180-480","Sem endereço","FORTALEZA","","Pendente"
"TSA MOVEIS, PORTAS E ACESSORIOS","66820-170","Sem endereço","BELÉM","","Pendente"
"TUBOARTE MOVEIS","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"TUBOCONE","62880-001","Sem endereço","HORIZONTE","","Pendente"
"TUBOTECNICO","62880-001","Sem endereço","HORIZONTE","","Pendente"
"TUCANO SERVICOS DE OLEO E GAS","48120-000","Sem endereço","POJUCA","","Pendente"
"TUCANO SERVICOS DE OLEO E GAS","59612-120","Sem endereço","MOSSORÓ","","Pendente"
"TUDO OFFICE","60025-002","Sem endereço","FORTALEZA","","Pendente"
"TURBO ENERGY COMPRESSORES DO BRASIL LTDA","51170-360","Sem endereço","RECIFE","","Pendente"
"TURMA DA MALHA","60421-108","Sem endereço","FORTALEZA","","Pendente"
"TURMA DA MALHA","60160-196","Sem endereço","FORTALEZA","","Pendente"
"TUROSSI INDUSTRIA DO BRASIL LTDA","63024-830","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"TWIG","62970-000","Sem endereço","ALTO SANTO","","Pendente"
"Teclav Tecnologia e Lavagem Industrial Ltda (Filial)","61768-430","Sem endereço","EUSÉBIO","","Pendente"
"TelCABLES","60182-325","Sem endereço","FORTALEZA","","Pendente"
"Tres Coracoes Alimentos S.A. | Mossoro","59623-300","Sem endereço","MOSSORÓ","","Pendente"
"UBIRATAN INDUSTRIA E COMERCIO DE CONFECÇÕES - SMOLDER","61906-100","Sem endereço","MARACANAÚ","","Pendente"
"UBX ENGENHARIA","60541-112","Sem endereço","FORTALEZA","","Pendente"
"UCHOA MOVEIS INDUSTRIA E COMERCIO LTDA","61921-455","Sem endereço","MARACANAÚ","","Pendente"
"UFRGS","90040-060","Sem endereço","PORTO ALEGRE","","Pendente"
"UFRN","59078-900","Sem endereço","NATAL","","Pendente"
"ULTRA SOM SERVICOS MEDICOS S.A. - P.A JARDIM AMERICA - Goiân","74250-010","Sem endereço","GOIÂNIA","","Pendente"
"ULTRA SOM SERVICOS MEDICOS SA - Hospital Geral Padre Cícero","06304-114","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"ULTRA SOM SERVICOS MEDICOS SA - Hospital Ilha do Leite (Capi","52010-000","Sem endereço","RECIFE","","Pendente"
"ULTRACARGO LOGISTICA S.A.","11095-650","Sem endereço","SANTOS","","Pendente"
"ULTRACARGO SOLUCOES LOGISTICAS S.A.","78748-702","Sem endereço","RONDONÓPOLIS","","Pendente"
"ULTRAGAZ","61635-365","Sem endereço","CAUCAIA","","Pendente"
"ULTRAGAZ","60180-425","Sem endereço","FORTALEZA","","Pendente"
"ULTRASOM DIAGNOSTICOS E SERVICOS LTDA","60040-531","Sem endereço","FORTALEZA","","Pendente"
"UN NEG.SESI PARANGABA-ESCOLA SESI EUZEBIO MOTA ALENCAR","60721-340","Sem endereço","FORTALEZA","","Pendente"
"UNICEUMA - UNIVERSIDADE CEUMA","65075-670","Sem endereço","SÃO LUÍS","","Pendente"
"UNICHRISTUS - IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA ED","60192-345","Sem endereço","FORTALEZA","","Pendente"
"UNICRED DO BRASIL","01310-300","Sem endereço","SÃO PAULO","","Pendente"
"UNIDADE AMBULATORIAL PADRE ANTONIO TOMAS","60140-160","Sem endereço","FORTALEZA","","Pendente"
"UNIDADE AQUIRAZ","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"UNIDADE DE NEGOCIO - KLABIN EMBALAGENS","44096-486","Sem endereço","FEIRA DE SANTANA","","Pendente"
"UNIDADE DE NEGOCIO - KLABIN PAPEIS","84275-000","Sem endereço","TELÊMACO BORBA","","Pendente"
"UNIDADE DE PRONTO ATENDIMENTO CANINDEZINHO","60734-450","Sem endereço","FORTALEZA","","Pendente"
"UNIDADE DE PRONTO ATENDIMENTO MESSEJANA","60871-790","Sem endereço","FORTALEZA","","Pendente"
"UNIDADE PRONTO ATENDIMENTO AUTRAN NUNES","60526-642","Sem endereço","FORTALEZA","","Pendente"
"UNIGRAFICA EDITORA LTDA","59146-400","Sem endereço","PARNAMIRIM","","Pendente"
"UNILAB INDUSTRIA E COMERCIO DE PRODUTOS OFTALMOLOGICOS LTDA","60842-395","Sem endereço","FORTALEZA","","Pendente"
"UNILEVER BRASIL LTDA.","55590-000","Sem endereço","IGARASSU","","Pendente"
"UNIMED BELEM (SEDE ADMINISTRATIVA)","66093-540","Sem endereço","BELÉM","","Pendente"
"UNIMED DE SOBRAL","62011-000","Sem endereço","SOBRAL","","Pendente"
"UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA LTDA","60150-160","Sem endereço","FORTALEZA","","Pendente"
"UNINUTRE","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"UNIPAC MARACANAU","61939-120","Sem endereço","MARACANAÚ","","Pendente"
"UNIPLASTIC","61912-100","Sem endereço","MARACANAÚ","","Pendente"
"UNISPEED GRAFICA E EDITORA LTDA","60110-261","Sem endereço","FORTALEZA","","Pendente"
"UNIT ESQUADRIAS","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"UNITAPAJOS NAVEGACAO","68447-000","Sem endereço","BARCARENA","","Pendente"
"UNITEXTIL UNIAO INDUSTRIAL TEXTIL S A","60526-020","Sem endereço","FORTALEZA","","Pendente"
"UNITMETAL","60861-830","Sem endereço","FORTALEZA","","Pendente"
"UNIVERSO ELETRONICO LTDA","60035-000","Sem endereço","FORTALEZA","","Pendente"
"UPA ARACATI","62800-000","Sem endereço","ARACATI","","Pendente"
"UPA BOM JARDIM","60540-050","Sem endereço","FORTALEZA","","Pendente"
"UPA EDSON QUEIROZ","60812-030","Sem endereço","FORTALEZA","","Pendente"
"UPA JOSE WALTER","60750-022","Sem endereço","FORTALEZA","","Pendente"
"UPA JUREMA","61600-110","Sem endereço","CAUCAIA","","Pendente"
"UPA SOBRAL","62051-250","Sem endereço","SOBRAL","","Pendente"
"UPA VILA VELHA","60349-140","Sem endereço","FORTALEZA","","Pendente"
"UPA-DR. OLAVO CAVALCANTE CARDOSO","63700-001","Sem endereço","CRATEÚS","","Pendente"
"UROCENTRO - ANAPOLIS","75020-010","Sem endereço","ANÁPOLIS","","Pendente"
"USIBRAS - EUSÉBIO","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"USIBRAS - MOSSORÓ","59612-625","Sem endereço","MOSSORÓ","","Pendente"
"USICORTE","61939-090","Sem endereço","MARACANAÚ","","Pendente"
"USIMAF","61814-304","Sem endereço","PACATUBA","","Pendente"
"USINA DE BENEFICIAMENTO DE SAL","59655-000","Sem endereço","AREIA BRANCA","","Pendente"
"USINA SAO JOSE S/A","53659-899","Sem endereço","IGARASSU","","Pendente"
"USINACORTE SERVICOS INDUSTRIAIS E ENGENHARIA LTDA","61805-860","Sem endereço","PACATUBA","","Pendente"
"Ultra Som Servicos Medicos S/A - Ana Lima / CE","61939-150","Sem endereço","MARACANAÚ","","Pendente"
"Ultra Som Servicos Medicos S/A - Luis França / CE","60140-060","Sem endereço","FORTALEZA","","Pendente"
"Upa Jaguaribe","61775-060","Sem endereço","EUSÉBIO","","Pendente"
"V LINE ESPORT SURF WEAR","63500-005","Sem endereço","IGUATU","","Pendente"
"V MOUTIS RODRIGUES (VM LOCAÇÕES)","61760-000","Sem endereço","FORTALEZA","","Pendente"
"V. M. J. D. - MONTAGEM INDUSTRIAL LTDA","61936-080","Sem endereço","MARACANAÚ","","Pendente"
"V2C INDUSTRIAL","60873-205","Sem endereço","FORTALEZA","","Pendente"
"VALE DO LEITE","64057-990","Sem endereço","TERESINA","","Pendente"
"VALE S.A.","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"VALEMILK","62640-000","Sem endereço","PENTECOSTE","","Pendente"
"VALGROUP","54335-000","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"VALIOSO EMPACOTADOR","63022-160","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"VARD PROMAR S.A.","55590-000","Sem endereço","IPOJUCA","","Pendente"
"VAREJAO","63610-000","Sem endereço","MOMBAÇA","","Pendente"
"VAREJAO DA SUCATA LTDA","61921-520","Sem endereço","MARACANAÚ","","Pendente"
"VASPEL COMERCIO E INDUSTRIA LTDA","61608-350","Sem endereço","CAUCAIA","","Pendente"
"VASPEL MARACANAU","61922-190","Sem endereço","MARACANAÚ","","Pendente"
"VASSOURAS GURGEL","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"VB EXPRESS TRANSPORTE DE CARGAS LTDA EIRELI","60416-172","Sem endereço","FORTALEZA","","Pendente"
"VEGA S/A TRANSPORTE URBANO","60840-280","Sem endereço","FORTALEZA","","Pendente"
"VELOFLEX INDUSTRIA DE PRODUTOS QUIMICOS E REP LTDA","60860-140","Sem endereço","FORTALEZA","","Pendente"
"VENEZA INDUSTRIA E COMERCIO DE BEBIDAS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"VESTAS DO BRASIL","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"VETOR MATHIAS SINGULAR ENGENHARIA","83055-400","Sem endereço","SÃO JOSÉ DOS PINHAIS","","Pendente"
"VI LINGERIE","61946-215","Sem endereço","MARANGUAPE","","Pendente"
"VIA BEACH","63048-185","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"VIA CAR","60130-240","Sem endereço","FORTALEZA","","Pendente"
"VIBRA ENERGIA S.A","63133-050","Sem endereço","CRATO","","Pendente"
"VIBROMAQ LOCACOES","53300-110","Sem endereço","OLINDA","","Pendente"
"VICTOR AMORIM DE SOUSA","60540-272","Sem endereço","FORTALEZA","","Pendente"
"VICUNHA","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"VICUNHA INDUSTRIA DE IMPLEMENTOS RODOVIARIOS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"VICUNHA TEXTIL S/A - UNIDADE II","59115-290","Sem endereço","NATAL","","Pendente"
"VICUNHA TEXTIL S/A - UNIDADE V","61901-410","Sem endereço","MARACANAÚ","","Pendente"
"VICUNHA TEXTIL S/A.","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"VICUNHA TEXTIL S/A.","62870-000","Sem endereço","PACAJUS","","Pendente"
"VIDAL PREMOLDADOS","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"VIDROCA","60325-005","Sem endereço","FORTALEZA","","Pendente"
"VILALUBCENTER","60410-772","Sem endereço","FORTALEZA","","Pendente"
"VILLAS BOAS RADIOFARMACOS BRASIL","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"VINIARTEFATOS COMERCIO IMPORTACAO E EXPORTACAO LTDA","61939-170","Sem endereço","MARACANAÚ","","Pendente"
"VIP CELULAR","62870-970","Sem endereço","PACAJUS","","Pendente"
"VIS NATIVA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"VISAO BRINDES","","Sem endereço","FORTALEZA","","Pendente"
"VISAO HIDROPNEUMATICA","41315-000","Sem endereço","SALVADOR","","Pendente"
"VITA SERVICOS DE BLINDAGEM LTDA","60060-515","Sem endereço","FORTALEZA","","Pendente"
"VITORIA AGROPECUARIA","62885-570","Sem endereço","HORIZONTE","","Pendente"
"VITORIA INDUSTRIA PLASTICA","61934-280","Sem endereço","MARACANAÚ","","Pendente"
"VITRINE & ARTE","60521-105","Sem endereço","FORTALEZA","","Pendente"
"VIVA RIO","22411-030","Sem endereço","RIO DE JANEIRO","","Pendente"
"VIVA RIO","60115-191","Sem endereço","FORTALEZA","","Pendente"
"VIVA RIO","22411-030","Sem endereço","RIO DE JANEIRO","","Pendente"
"VIVO EMPREENDIMENTOS E LOCACOES LTDA","60732-142","Sem endereço","FORTALEZA","","Pendente"
"VIX CONSTRUCAO & LOCACAO","85884-000","Sem endereço","MEDIANEIRA","","Pendente"
"VOLEIO INDUSTRIA DE CONFECCOES LTDA (BOMACHE)","60841-150","Sem endereço","FORTALEZA","","Pendente"
"VON ROLL DO BRASIL LTDA","61939-140","Sem endereço","MARACANAÚ","","Pendente"
"VONIXX INDUSTRIA","60872-508","Sem endereço","FORTALEZA","","Pendente"
"VOTORANTIM","06422-130","Sem endereço","BARUERI","","Pendente"
"VOTORANTIM CIMENTOS - PRIMAVERA-PA","68707-000","Sem endereço","PRIMAVERA","","Pendente"
"VOTORANTIM CIMENTOS N/NE S/A","49170-000","Sem endereço","LARANJEIRAS","","Pendente"
"VOTORANTIM CIMENTOS N/NE S/A","42810-450","Sem endereço","CAMAÇARI","","Pendente"
"VOTORANTIM CIMENTOS N/NE S/A - São Luis, MA","65099-145","Sem endereço","SÃO LUÍS","","Pendente"
"VOTORANTIM CIMENTOS SOBRAL","62055-000","Sem endereço","SOBRAL","","Pendente"
"VOTORANTIM PECEM","61605-600","Sem endereço","CAUCAIA","","Pendente"
"VOUGA","60140-231","Sem endereço","FORTALEZA","","Pendente"
"VR RENOVADORA DE PNEUS","61930-220","Sem endereço","MARACANAÚ","","Pendente"
"VS ARCONDICIONADO","60332-490","Sem endereço","FORTALEZA","","Pendente"
"VULCABRAS - CE","62884-790","Sem endereço","HORIZONTE","","Pendente"
"Vulcabras ba Calcados e Artigos Esportivos S.a. (ITAPETINGA)","45700-000","Sem endereço","ITAPETINGA","","Pendente"
"W A ESTOFADOS","62560-000","Sem endereço","MARCO","","Pendente"
"W&G OFFSHORE COMERCIO E IMPORTACAO DE MATERIAIS ELETRICOS LT","60345-662","Sem endereço","FORTALEZA","","Pendente"
"WANA QUIMICA","61890-000","Sem endereço","GUAIUBA","","Pendente"
"WANESSA  BRAVA CONFECÇÕES","62970-000","Sem endereço","ALTO SANTO","","Pendente"
"WATTS","65110-000","Sem endereço","SÃO JOSÉ DE RIBAMAR","","Pendente"
"WB ELECTRONICS AND MACHINES ENG.","63122-005","Sem endereço","CRATO","","Pendente"
"WE USINAGEM","61901-030","Sem endereço","MARACANAÚ","","Pendente"
"WELLMAN AR COMPRIMIDO","51260-290","Sem endereço","RECIFE","","Pendente"
"WESLEY LEITAO DE OLIVEIRA","60525-150","Sem endereço","FORTALEZA","","Pendente"
"WESTROCK, CELULOSE, PAPEL E EMBALAGENS LTDA","62870-000","Sem endereço","PACAJUS","","Pendente"
"WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.","54335-000","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"WHITE MARTINS PECEM GASES INDUSTRIAIS LTDA.","62674-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"WILAPLAST INDUSTRIA DE INJETADOS LTDA","62900-000","Sem endereço","RUSSAS","","Pendente"
"WILKA E PONTE LTDA","60150-161","Sem endereço","FORTALEZA","","Pendente"
"WJ GRAFICA E EDITORA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"WOA CONSULTORIA E ENGENHARIA EIRELI","60110-535","Sem endereço","FORTALEZA","","Pendente"
"WOLGA","62250-000","Sem endereço","IPU","","Pendente"
"WORKTECH COMERCIO SERVICOS E REPRESENTACOES LTDA","61932-005","Sem endereço","MARACANAÚ","","Pendente"
"WORLD COMP COMPRESSORES LTDA","09844-390","Sem endereço","SÃO BERNARDO DO CAMPO","","Pendente"
"WR ENGENHARIA LTDA","60160-230","Sem endereço","FORTALEZA","","Pendente"
"WU INDUSTRIA E COMERCIO DE COSMETICOS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"WURTH DO BRASIL PECAS DE FIXACAO LTDA","60873-844","Sem endereço","FORTALEZA","","Pendente"
"WWP FILIAL PECEM","60864-520","Sem endereço","FORTALEZA","","Pendente"
"Westrock Pacajus ","62870-000","Sem endereço","PACAJUS","","Pendente"
"White Martins Gases Industriais NE Ltda","61939-120","Sem endereço","MARACANAÚ","","Pendente"
"XAVIER CONTABILIDADE","62600-000","Sem endereço","ITAPAJÉ","","Pendente"
"XEREZ","61910-000","Sem endereço","MARACANAÚ","","Pendente"
"XRM COMERCIO E SERVICOS","61930-365","Sem endereço","MARACANAÚ","","Pendente"
"YARA BRASIL FERTILIZANTES","65085-380","Sem endereço","SÃO LUÍS","","Pendente"
"YMBALE","61921-540","Sem endereço","MARACANAÚ","","Pendente"
"YOSHIDA NORDESTE S A INDUSTRIA E COMERCIO","61939-170","Sem endereço","MARACANAÚ","","Pendente"
"YPETRO DISTRIBUIDORA DE COMBUSTIVEIS S/A","61915-300","Sem endereço","MARACANAÚ","","Pendente"
"YPIOCA INDUSTRIAL DE BEBIDAS S.A","61880-000","Sem endereço","ITAITINGA","","Pendente"
"YPIOCA INDUSTRIAL DE BEBIDAS S.A","62685-000","Sem endereço","PARAIPABA","","Pendente"
"YPLASTIC EMBALAGENS PLASTICAS S.A","60844-150","Sem endereço","FORTALEZA","","Pendente"
"Yporan","60540-442","Sem endereço","FORTALEZA","","Pendente"
"ZAHONERO NORDESTE","63800-000","Sem endereço","QUIXERAMOBIM","","Pendente"
"ZANATTA FLORESTAL","61800-100","Sem endereço","PACATUBA","","Pendente"
"ZANOTTI","61814-048","Sem endereço","PACATUBA","","Pendente"
"ZAPIER GRAFICA E EDITORA","58030-020","Sem endereço","JOÃO PESSOA","","Pendente"
"ZEFLEX INDUSTRIA DE COLCHOES LTDA","62823-000","Sem endereço","JAGUARUANA","","Pendente"
"ZEN MUSIC BAR","60192-220","Sem endereço","FORTALEZA","","Pendente"
